index,statement,label
355,"""I've been standing up against ... the Chinese government over women's rights and standing up for human rights.""",0
356,Celebs Attack Trump for Lifting Trans Bathroom School Guidelines,0
357,"Rep. Carol Shea-Porter votes with Nancy Pelosis Democrats 95 percent of the time, but Frank Guinta will take on both parties and has independent New Hampshire values.",1
358,Syria’s War for Humanity—The Series,1
359,Donald Trump’s More Accepting Views on Gay Issues Set Him Apart in G.O.P. - The New York Times,0
360,"""She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.""",1
361,"Georgia is one of seven states to lose jobs in 2011 and has lost 8,200 jobs so far.",0
362,"In 2007, the top 1 percent of all income earners in the United States made 23.5 percent of all income, which is more than the entire bottom 50 percent.",0
363,"""You've got a building in the Cayman Islands that supposedly houses 12,000 corporations. That's either the biggest building or the biggest tax scam on record.""",0
364,Livewire: 59th Annual Grammy Awards,0
365,Says U.S. Rep. John Barrow left taxpayers on the hook for $950k study on genetic makeup of ants.,0
366,The federal government can cut all of the non-military discretionary spending and not balance the budget.,0
367,It cost us more to shut the government down than to keep it open.,0
368,President Obama has spent over $2 million in legal fees defending lawsuits about his birth certificate.,1
369,Georgia has more illegal aliens than the state of Arizona.,0
370,Attorney general candidate Brad Schimel is in cahoots with Wisconsin Right to Life to make abortion a crime in Wisconsin.,1
371,Says there are fewer jobs in America today than when Barack Obama became president.,1
372,Says Barack Obama said when he was running for office four years ago that he would halve the annual deficit by the end of his first term. That simply has not happened.,0
373,,1
374,The Miami Dolphins are the only NFL team in the entire nation that pays property taxes.,1
375,The United States invented the community college. Nobody else had ever done anything like it.,0
376,"Lois Frankel spent over $13,000 in taxpayer money on a marble shower in a private bathroom with her own toilet.",0
377,Senators who have accepted millions in campaign contributions from the financial industry voted against allowing bankruptcy judges to modify home mortgages.,0
378,"President Barack Obama suggested on national TV that the Democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead.",1
379,President Barack Obama had the legal authority to strike Syria without a vote from Congress.,0
380,Rob Thomas: Celebrities’ Constant Whining About Trump Becoming ’White Noise’,0
381,Property taxes had increased 70 percent in the previous 10 years.,0
382,"""The centerpiece of Senator McCain's education policy is to increase the voucher program in D.C. by 2,000 slots.""",1
383,The Onion - America's Finest News Source,1
384,Richard Nixon released tax returns when he was under audit.,0
385,"Rosie O’Donnell Donates $1,000 to ‘Brave Young Patriot’ Reality Winner",0
386,A Lasting Trump Stamp on Foreign Policy,1
387,A Reader Is Inspired To Grassroots Activism By Trump | VDARE - premier news outlet for patriotic immigration reform,1
388,Unions dont have to comply with Obamacare.,1
389,$6 billion water bond program voters passed in 2011 has yet to be tapped.,0
390,Donald Trump’s Confrontation With Muslim Soldier’s Parents Emerges as Unexpected Flash Point - The New York Times,0
391,Says that Sherrod Brown voted to cut Medicare by over $500 billion in order to fund government-run health care.,1
392,"Since 2000, when he entered politics, Jon Husted has been on the ballot six times for three different political offices.",0
393,Says he has never voted for raising taxes.,0
394,We cut property taxes by one-third.,1
395,"From 05 to 09, weve had 1,100 soldiers commit suicide, one every 36 hours.",0
396,"If the Sellwood Bridge is not replaced, it will have to be shut down within eight years.",1
397,Says Alex Sink supported higher property taxes.,1
398,Disaffected America strikes back,1
399,Carl G. Jung Attitude Types and the Sash of Solitude,1
400,Seventy percent of Missourians support voter photo ID legislation.,0
401,"Actress Sarah Wynter: GOP Wants to Allow Concealed Carry for the Blind, Mentally Ill",0
402,"""The board of a nonprofit organization on which Obama served as a paid director ... granted funding to a controversial Arab group.""",1
403,Cartel Robberies Continue Along Mexican Border State Highways,0
404,"Says his reform efforts improved performance at all 10 low-performing schools in Palm Beach, Florida.",0
405,"The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state.",1
406,Salaries of Austin residents who dont work for city government have not been going up 3 percent a year for the last several years.,0
407,"Under a new law regulating abortions, Even if youre raped, if you dont report it in the first 30 days, the Republicans will force you to have an ultrasound.",0
408,"Before this law, any group could go out anywhere, register voters, sit on the voter registration forms for unlimited amount of time.",1
409,On campaign donations from Texas Capitol lobbyists.,0
410,Ted Cruz: Not One Democrat — Including Hillary and Obama — Voted Against Neil Gorsuch’s Federal Judgeship - Breitbart,0
411,"McCain ""voted to cut education funding, against accountability standards. He even proposed abolishing the Department of Education.""",1
412,Says Hillary Clinton abided by the ethics agreement between the Clinton Foundation and the Obama administration.,1
413,"In the last five years, 28,000 people have been killed along the U.S.-Mexico border.",1
414,Says the federal government is earning more tax revenue now than any other time.,1
415,Says large majority of Republicans believe Obama is a Muslim and not U.S.-born.,1
416,"Ive also offered a plan that can help (fix Social Security) thats supported by Robert Reich, secretary of labor previously, in a previous administration.",1
417,"Says Morgan Carroll opposed requiring convicted sex offenders to register their online profiles, making it harder to track online sex offenders and child predators.",1
418,"If Austin voters reject Proposition 1, a completely new City-run criminal background check process will cost millions in processing fees, additional staff, and bureaucracy with taxpayers getting the bill.",1
419,Many uninsured Americans are young.,0
420,U.S. Takes A Stab At A No Fly Zone In Two Places – Syria And Standing Rock,1
421,"Thanks to (Rick) Perrys bad budgeting, the (Texas) highway department has to convert some modern paved state roads back to gravel.",1
422,Rosie O’Donnell Leaving The Country for Good… She’s Never Coming Back,1
423,"Says President Barack Obama neversaid, No boots on the ground in Syria.",1
424,Says new estimates from the Congressional Budget Office conclude the final price-tag for the health care law will exceed $2 trillion more than double what was initially reported.,1
425,Says Nelson Mandela was a communist.,0
426,The Wisconsin Department of Corrections is considering implementing mandatory physical fitness testing for security staff.,1
427,"""Clinton's former pastor convicted of child molestation.""",1
